"Region","Year","Gender","Location of Placement","Type of Placement","Measure Type","Variable","Value"
"Region 6: Central","SFY 2017-2018","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Male","Out of State","Independent Living","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Male","Out of State","Total","Number","Children in Placement",9
"Region 6: Central","SFY 2017-2018","Total","In State","Foster Care","Number","Children in Placement",140
"Region 6: Central","SFY 2017-2018","Total","In State","Relative Foster Care","Number","Children in Placement",210
"Region 6: Central","SFY 2017-2018","Total","In State","Special Study","Number","Children in Placement",36
"Region 6: Central","SFY 2017-2018","Total","In State","Therapeutic Foster Care","Number","Children in Placement",93
"Region 6: Central","SFY 2017-2018","Total","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Total","In State","Shelter","Number","Children in Placement",6
"Region 6: Central","SFY 2017-2018","Total","In State","Group Home","Number","Children in Placement",39
"Region 6: Central","SFY 2017-2018","Total","In State","Residential Treatment Center","Number","Children in Placement",15
"Region 6: Central","SFY 2017-2018","Total","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Total","In State","Connecticut Juvenile Training School","Number","Children in Placement",4
"Region 6: Central","SFY 2017-2018","Total","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",7
"Region 6: Central","SFY 2017-2018","Total","In State","Independent Living","Number","Children in Placement",32
"Region 6: Central","SFY 2017-2018","Total","In State","Total","Number","Children in Placement",586
"Region 6: Central","SFY 2017-2018","Total","Out of State","Foster Care","Number","Children in Placement",5
"Region 6: Central","SFY 2017-2018","Total","Out of State","Relative Foster Care","Number","Children in Placement",4
"Region 6: Central","SFY 2017-2018","Total","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2017-2018","Total","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2017-2018","Total","Out of State","Independent Living","Number","Children in Placement",2
"Region 6: Central","SFY 2017-2018","Total","Out of State","Total","Number","Children in Placement",14
"Region 6: Central","SFY 2018-2019","Female","In State","Foster Care","Number","Children in Placement",72
"Region 6: Central","SFY 2018-2019","Female","In State","Relative Foster Care","Number","Children in Placement",117
"Region 6: Central","SFY 2018-2019","Female","In State","Special Study","Number","Children in Placement",9
"Region 6: Central","SFY 2018-2019","Female","In State","Therapeutic Foster Care","Number","Children in Placement",52
"Region 6: Central","SFY 2018-2019","Female","In State","PDC or Safe Home","Number","Children in Placement",1
"Region 6: Central","SFY 2018-2019","Female","In State","Shelter","Number","Children in Placement",4
"Region 6: Central","SFY 2018-2019","Female","In State","Group Home","Number","Children in Placement",9
"Region 6: Central","SFY 2018-2019","Female","In State","Residential Treatment Center","Number","Children in Placement",7
"Region 6: Central","SFY 2018-2019","Female","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","In State","Solnit Center","Number","Children in Placement",1
"Region 6: Central","SFY 2018-2019","Female","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",2
"Region 6: Central","SFY 2018-2019","Female","In State","Independent Living","Number","Children in Placement",16
"Region 6: Central","SFY 2018-2019","Female","In State","Total","Number","Children in Placement",290
"Region 6: Central","SFY 2018-2019","Female","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Relative Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2018-2019","Female","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Therapeutic Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Group Home","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Female","Out of State","Total","Number","Children in Placement",3
"Region 6: Central","SFY 2018-2019","Male","In State","Foster Care","Number","Children in Placement",66
"Region 6: Central","SFY 2018-2019","Male","In State","Relative Foster Care","Number","Children in Placement",107
"Region 6: Central","SFY 2018-2019","Male","In State","Special Study","Number","Children in Placement",6
"Region 6: Central","SFY 2018-2019","Male","In State","Therapeutic Foster Care","Number","Children in Placement",50
"Region 6: Central","SFY 2018-2019","Male","In State","PDC or Safe Home","Number","Children in Placement",2
"Region 6: Central","SFY 2018-2019","Male","In State","Shelter","Number","Children in Placement",1
"Region 6: Central","SFY 2018-2019","Male","In State","Group Home","Number","Children in Placement",17
"Region 6: Central","SFY 2018-2019","Male","In State","Residential Treatment Center","Number","Children in Placement",6
"Region 6: Central","SFY 2018-2019","Male","In State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","In State","Solnit Center","Number","Children in Placement",2
"Region 6: Central","SFY 2018-2019","Male","In State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","In State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",1
"Region 6: Central","SFY 2018-2019","Male","In State","Independent Living","Number","Children in Placement",14
"Region 6: Central","SFY 2018-2019","Male","In State","Total","Number","Children in Placement",272
"Region 6: Central","SFY 2018-2019","Male","Out of State","Foster Care","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Relative Foster Care","Number","Children in Placement",5
"Region 6: Central","SFY 2018-2019","Male","Out of State","Special Study","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Therapeutic Foster Care","Number","Children in Placement",3
"Region 6: Central","SFY 2018-2019","Male","Out of State","PDC or Safe Home","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Shelter","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Group Home","Number","Children in Placement",1
"Region 6: Central","SFY 2018-2019","Male","Out of State","Residential Treatment Center","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","High Meadows","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Solnit Center","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Connecticut Juvenile Training School","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Medical or Psychiatric Hospital Placement","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Independent Living","Number","Children in Placement",0
"Region 6: Central","SFY 2018-2019","Male","Out of State","Total","Number","Children in Placement",9
"Region 6: Central","SFY 2018-2019","Total","In State","Foster Care","Number","Children in Placement",138
"Region 6: Central","SFY 2018-2019","Total","In State","Relative Foster Care","Number","Children in Placement",224
"Region 6: Central","SFY 2018-2019","Total","In State","Special Study","Number","Children in Placement",15
"Region 6: Central","SFY 2018-2019","Total","In State","Therapeutic Foster Care","Number","Children in Placement",102
"Region 6: Central","SFY 2018-2019","Total","In State","PDC or Safe Home","Number","Children in Placement",3
"Region 6: Central","SFY 2018-2019","Total","In State","Shelter","Number","Children in Placement",5
"Region 6: Central","SFY 2018-2019","Total","In State","Group Home","Number","Children in Placement",26
