"Region","Year","Demographic","Out_of_State","Type of Placement","tot_Value","Measure Type","Variable"
"Region 5: Western","SFY 2008-2009","Male","In State","Shelter",4,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","In State","Solnit Center",8,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","In State","Special Study",27,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","In State","Therapeutic Foster Care",76,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","In State","Total",441,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Foster Care",7,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Medical or Psychiatric Hospital Placement",2,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Relative Foster Care",9,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Residential Treatment Center",38,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Special Study",1,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Male","Out of State","Total",57,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Connecticut Juvenile Training School",7,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Foster Care",363,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Group Home",62,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","High Meadows",5,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Independent Living",9,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Medical or Psychiatric Hospital Placement",5,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","PDC or Safe Home",24,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Relative Foster Care",153,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Residential Treatment Center",65,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Shelter",8,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Solnit Center",15,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Special Study",51,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Therapeutic Foster Care",127,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","In State","Total",894,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Foster Care",16,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Medical or Psychiatric Hospital Placement",3,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Relative Foster Care",20,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Residential Treatment Center",47,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Special Study",1,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 5: Western","SFY 2008-2009","Total","Out of State","Total",88,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Foster Care",201,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Group Home",38,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Independent Living",2,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Medical or Psychiatric Hospital Placement",4,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","PDC or Safe Home",12,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Relative Foster Care",73,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Residential Treatment Center",34,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Shelter",10,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Solnit Center",7,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Special Study",17,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Therapeutic Foster Care",50,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","In State","Total",448,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Foster Care",10,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Medical or Psychiatric Hospital Placement",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Relative Foster Care",8,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Residential Treatment Center",11,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Special Study",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Therapeutic Foster Care",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Female","Out of State","Total",29,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Connecticut Juvenile Training School",7,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Foster Care",147,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Group Home",42,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","High Meadows",3,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Independent Living",5,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","PDC or Safe Home",20,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Relative Foster Care",65,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Residential Treatment Center",22,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Shelter",10,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Solnit Center",6,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Special Study",21,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Therapeutic Foster Care",68,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","In State","Total",417,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Connecticut Juvenile Training School",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Foster Care",10,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Group Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","High Meadows",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Independent Living",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Medical or Psychiatric Hospital Placement",1,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","PDC or Safe Home",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Relative Foster Care",5,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Residential Treatment Center",44,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Shelter",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Solnit Center",0,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Special Study",1,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Therapeutic Foster Care",1,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Male","Out of State","Total",62,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Total","In State","Connecticut Juvenile Training School",7,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Total","In State","Foster Care",348,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Total","In State","Group Home",80,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Total","In State","High Meadows",3,"Number","Children in Placement"
"Region 5: Western","SFY 2009-2010","Total","In State","Independent Living",7,"Number","Children in Placement"
